"Date","Source","Site ID","POC","Daily Mean PM10 Concentration","Units","Daily AQI Value","Local Site Name","Daily Obs Count","Percent Complete","AQS Parameter Code","AQS Parameter Description","Method Code","CBSA Code","CBSA Name","State FIPS Code","State","County FIPS Code","County","Site Latitude","Site Longitude"
"01/01/2023","AQS","060379035","1","2","ug/m3 SC","2","Lancaster - Fairgrounds","1","100.0000","81102","PM10 Total 0-10um STP","122","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","037","Los Angeles","34.725389","-118.178601"
"01/02/2023","AQS","060379035","1","4","ug/m3 SC","4","Lancaster - Fairgrounds","1","100.0000","81102","PM10 Total 0-10um STP","122","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","037","Los Angeles","34.725389","-118.178601"
"01/03/2023","AQS","060379035","1","2","ug/m3 SC","2","Lancaster - Fairgrounds","1","100.0000","81102","PM10 Total 0-10um STP","122","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","037","Los Angeles","34.725389","-118.178601"
"01/04/2023","AQS","060379035","1","6","ug/m3 SC","6","Lancaster - Fairgrounds","1","100.0000","81102","PM10 Total 0-10um STP","122","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","037","Los Angeles","34.725389","-118.178601"
"01/05/2023","AQS","060379035","1","4","ug/m3 SC","4","Lancaster - Fairgrounds","1","100.0000","81102","PM10 Total 0-10um STP","122","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","037","Los Angeles","34.725389","-118.178601"
"01/06/2023","AQS","060379035","1","4","ug/m3 SC","4","Lancaster - Fairgrounds","1","100.0000","81102","PM10 Total 0-10um STP","122","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","037","Los Angeles","34.725389","-118.178601"
"01/07/2023","AQS","060379035","1","5","ug/m3 SC","5","Lancaster - Fairgrounds","1","100.0000","81102","PM10 Total 0-10um STP","122","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","037","Los Angeles","34.725389","-118.178601"
"01/08/2023","AQS","060379035","1","6","ug/m3 SC","6","Lancaster - Fairgrounds","1","100.0000","81102","PM10 Total 0-10um STP","122","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","037","Los Angeles","34.725389","-118.178601"
"01/09/2023","AQS","060379035","1","3","ug/m3 SC","3","Lancaster - Fairgrounds","1","100.0000","81102","PM10 Total 0-10um STP","122","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","037","Los Angeles","34.725389","-118.178601"
"01/10/2023","AQS","060379035","1","5","ug/m3 SC","5","Lancaster - Fairgrounds","1","100.0000","81102","PM10 Total 0-10um STP","122","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","037","Los Angeles","34.725389","-118.178601"
"01/11/2023","AQS","060379035","1","8","ug/m3 SC","7","Lancaster - Fairgrounds","1","100.0000","81102","PM10 Total 0-10um STP","122","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","037","Los Angeles","34.725389","-118.178601"
"01/12/2023","AQS","060379035","1","4","ug/m3 SC","4","Lancaster - Fairgrounds","1","100.0000","81102","PM10 Total 0-10um STP","122","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","037","Los Angeles","34.725389","-118.178601"
"01/13/2023","AQS","060379035","1","9","ug/m3 SC","8","Lancaster - Fairgrounds","1","100.0000","81102","PM10 Total 0-10um STP","122","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","037","Los Angeles","34.725389","-118.178601"
"01/14/2023","AQS","060379035","1","2","ug/m3 SC","2","Lancaster - Fairgrounds","1","100.0000","81102","PM10 Total 0-10um STP","122","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","037","Los Angeles","34.725389","-118.178601"
"01/15/2023","AQS","060379035","1","4","ug/m3 SC","4","Lancaster - Fairgrounds","1","100.0000","81102","PM10 Total 0-10um STP","122","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","037","Los Angeles","34.725389","-118.178601"
"01/16/2023","AQS","060379035","1","1","ug/m3 SC","1","Lancaster - Fairgrounds","1","100.0000","81102","PM10 Total 0-10um STP","122","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","037","Los Angeles","34.725389","-118.178601"
"01/17/2023","AQS","060379035","1","2","ug/m3 SC","2","Lancaster - Fairgrounds","1","100.0000","81102","PM10 Total 0-10um STP","122","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","037","Los Angeles","34.725389","-118.178601"
"01/18/2023","AQS","060379035","1","6","ug/m3 SC","6","Lancaster - Fairgrounds","1","100.0000","81102","PM10 Total 0-10um STP","122","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","037","Los Angeles","34.725389","-118.178601"
"01/19/2023","AQS","060379035","1","8","ug/m3 SC","7","Lancaster - Fairgrounds","1","100.0000","81102","PM10 Total 0-10um STP","122","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","037","Los Angeles","34.725389","-118.178601"
"01/20/2023","AQS","060379035","1","9","ug/m3 SC","8","Lancaster - Fairgrounds","1","100.0000","81102","PM10 Total 0-10um STP","122","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","037","Los Angeles","34.725389","-118.178601"
"01/21/2023","AQS","060379035","1","4","ug/m3 SC","4","Lancaster - Fairgrounds","1","100.0000","81102","PM10 Total 0-10um STP","122","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","037","Los Angeles","34.725389","-118.178601"
"01/22/2023","AQS","060379035","1","16","ug/m3 SC","15","Lancaster - Fairgrounds","1","100.0000","81102","PM10 Total 0-10um STP","122","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","037","Los Angeles","34.725389","-118.178601"
"01/23/2023","AQS","060379035","1","34","ug/m3 SC","31","Lancaster - Fairgrounds","1","100.0000","81102","PM10 Total 0-10um STP","122","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","037","Los Angeles","34.725389","-118.178601"
"01/24/2023","AQS","060379035","1","19","ug/m3 SC","18","Lancaster - Fairgrounds","1","100.0000","81102","PM10 Total 0-10um STP","122","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","037","Los Angeles","34.725389","-118.178601"
"01/25/2023","AQS","060379035","1","9","ug/m3 SC","8","Lancaster - Fairgrounds","1","100.0000","81102","PM10 Total 0-10um STP","122","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","037","Los Angeles","34.725389","-118.178601"
"01/26/2023","AQS","060379035","1","12","ug/m3 SC","11","Lancaster - Fairgrounds","1","100.0000","81102","PM10 Total 0-10um STP","122","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","037","Los Angeles","34.725389","-118.178601"
"01/27/2023","AQS","060379035","1","8","ug/m3 SC","7","Lancaster - Fairgrounds","1","100.0000","81102","PM10 Total 0-10um STP","122","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","037","Los Angeles","34.725389","-118.178601"
"01/28/2023","AQS","060379035","1","10","ug/m3 SC","9","Lancaster - Fairgrounds","1","100.0000","81102","PM10 Total 0-10um STP","122","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","037","Los Angeles","34.725389","-118.178601"
"01/29/2023","AQS","060379035","1","12","ug/m3 SC","11","Lancaster - Fairgrounds","1","100.0000","81102","PM10 Total 0-10um STP","122","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","037","Los Angeles","34.725389","-118.178601"
"01/30/2023","AQS","060379035","1","7","ug/m3 SC","6","Lancaster - Fairgrounds","1","100.0000","81102","PM10 Total 0-10um STP","122","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","037","Los Angeles","34.725389","-118.178601"
"01/31/2023","AQS","060379035","1","15","ug/m3 SC","14","Lancaster - Fairgrounds","1","100.0000","81102","PM10 Total 0-10um STP","122","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","037","Los Angeles","34.725389","-118.178601"
"02/01/2023","AQS","060379035","1","7","ug/m3 SC","6","Lancaster - Fairgrounds","1","100.0000","81102","PM10 Total 0-10um STP","122","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","037","Los Angeles","34.725389","-118.178601"
"02/02/2023","AQS","060379035","1","5","ug/m3 SC","5","Lancaster - Fairgrounds","1","100.0000","81102","PM10 Total 0-10um STP","122","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","037","Los Angeles","34.725389","-118.178601"
"02/03/2023","AQS","060379035","1","9","ug/m3 SC","8","Lancaster - Fairgrounds","1","100.0000","81102","PM10 Total 0-10um STP","122","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","037","Los Angeles","34.725389","-118.178601"
"02/04/2023","AQS","060379035","1","6","ug/m3 SC","6","Lancaster - Fairgrounds","1","100.0000","81102","PM10 Total 0-10um STP","122","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","037","Los Angeles","34.725389","-118.178601"
"02/05/2023","AQS","060379035","1","5","ug/m3 SC","5","Lancaster - Fairgrounds","1","100.0000","81102","PM10 Total 0-10um STP","122","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","037","Los Angeles","34.725389","-118.178601"
"02/06/2023","AQS","060379035","1","3","ug/m3 SC","3","Lancaster - Fairgrounds","1","100.0000","81102","PM10 Total 0-10um STP","122","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","037","Los Angeles","34.725389","-118.178601"
"02/07/2023","AQS","060379035","1","6","ug/m3 SC","6","Lancaster - Fairgrounds","1","100.0000","81102","PM10 Total 0-10um STP","122","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","037","Los Angeles","34.725389","-118.178601"
"02/08/2023","AQS","060379035","1","8","ug/m3 SC","7","Lancaster - Fairgrounds","1","100.0000","81102","PM10 Total 0-10um STP","122","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","037","Los Angeles","34.725389","-118.178601"
"02/09/2023","AQS","060379035","1","10","ug/m3 SC","9","Lancaster - Fairgrounds","1","100.0000","81102","PM10 Total 0-10um STP","122","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","037","Los Angeles","34.725389","-118.178601"
"02/10/2023","AQS","060379035","1","7","ug/m3 SC","6","Lancaster - Fairgrounds","1","100.0000","81102","PM10 Total 0-10um STP","122","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","037","Los Angeles","34.725389","-118.178601"
"02/11/2023","AQS","060379035","1","11","ug/m3 SC","10","Lancaster - Fairgrounds","1","100.0000","81102","PM10 Total 0-10um STP","122","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","037","Los Angeles","34.725389","-118.178601"
"02/12/2023","AQS","060379035","1","14","ug/m3 SC","13","Lancaster - Fairgrounds","1","100.0000","81102","PM10 Total 0-10um STP","122","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","037","Los Angeles","34.725389","-118.178601"
"02/13/2023","AQS","060379035","1","18","ug/m3 SC","17","Lancaster - Fairgrounds","1","100.0000","81102","PM10 Total 0-10um STP","122","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","037","Los Angeles","34.725389","-118.178601"
"02/14/2023","AQS","060379035","1","121","ug/m3 SC","84","Lancaster - Fairgrounds","1","100.0000","81102","PM10 Total 0-10um STP","122","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","037","Los Angeles","34.725389","-118.178601"
"02/15/2023","AQS","060379035","1","9","ug/m3 SC","8","Lancaster - Fairgrounds","1","100.0000","81102","PM10 Total 0-10um STP","122","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","037","Los Angeles","34.725389","-118.178601"
"02/16/2023","AQS","060379035","1","10","ug/m3 SC","9","Lancaster - Fairgrounds","1","100.0000","81102","PM10 Total 0-10um STP","122","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","037","Los Angeles","34.725389","-118.178601"
"02/17/2023","AQS","060379035","1","11","ug/m3 SC","10","Lancaster - Fairgrounds","1","100.0000","81102","PM10 Total 0-10um STP","122","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","037","Los Angeles","34.725389","-118.178601"
"02/18/2023","AQS","060379035","1","9","ug/m3 SC","8","Lancaster - Fairgrounds","1","100.0000","81102","PM10 Total 0-10um STP","122","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","037","Los Angeles","34.725389","-118.178601"
"02/19/2023","AQS","060379035","1","17","ug/m3 SC","16","Lancaster - Fairgrounds","1","100.0000","81102","PM10 Total 0-10um STP","122","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","037","Los Angeles","34.725389","-118.178601"
"02/20/2023","AQS","060379035","1","27","ug/m3 SC","25","Lancaster - Fairgrounds","1","100.0000","81102","PM10 Total 0-10um STP","122","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","037","Los Angeles","34.725389","-118.178601"
"02/21/2023","AQS","060379035","1","48","ug/m3 SC","44","Lancaster - Fairgrounds","1","100.0000","81102","PM10 Total 0-10um STP","122","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","037","Los Angeles","34.725389","-118.178601"
"02/22/2023","AQS","060379035","1","11","ug/m3 SC","10","Lancaster - Fairgrounds","1","100.0000","81102","PM10 Total 0-10um STP","122","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","037","Los Angeles","34.725389","-118.178601"
"02/23/2023","AQS","060379035","1","3","ug/m3 SC","3","Lancaster - Fairgrounds","1","100.0000","81102","PM10 Total 0-10um STP","122","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","037","Los Angeles","34.725389","-118.178601"
"02/24/2023","AQS","060379035","1","1","ug/m3 SC","1","Lancaster - Fairgrounds","1","100.0000","81102","PM10 Total 0-10um STP","122","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","037","Los Angeles","34.725389","-118.178601"
"02/25/2023","AQS","060379035","1","0","ug/m3 SC","0","Lancaster - Fairgrounds","1","100.0000","81102","PM10 Total 0-10um STP","122","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","037","Los Angeles","34.725389","-118.178601"
"02/26/2023","AQS","060379035","1","2","ug/m3 SC","2","Lancaster - Fairgrounds","1","100.0000","81102","PM10 Total 0-10um STP","122","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","037","Los Angeles","34.725389","-118.178601"
"02/27/2023","AQS","060379035","1","1","ug/m3 SC","1","Lancaster - Fairgrounds","1","100.0000","81102","PM10 Total 0-10um STP","122","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","037","Los Angeles","34.725389","-118.178601"
"02/28/2023","AQS","060379035","1","1","ug/m3 SC","1","Lancaster - Fairgrounds","1","100.0000","81102","PM10 Total 0-10um STP","122","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","037","Los Angeles","34.725389","-118.178601"
"03/01/2023","AQS","060379035","1","2","ug/m3 SC","2","Lancaster - Fairgrounds","1","100.0000","81102","PM10 Total 0-10um STP","122","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","037","Los Angeles","34.725389","-118.178601"
"03/02/2023","AQS","060379035","1","7","ug/m3 SC","6","Lancaster - Fairgrounds","1","100.0000","81102","PM10 Total 0-10um STP","122","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","037","Los Angeles","34.725389","-118.178601"
"03/03/2023","AQS","060379035","1","4","ug/m3 SC","4","Lancaster - Fairgrounds","1","100.0000","81102","PM10 Total 0-10um STP","122","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","037","Los Angeles","34.725389","-118.178601"
"03/04/2023","AQS","060379035","1","14","ug/m3 SC","13","Lancaster - Fairgrounds","1","100.0000","81102","PM10 Total 0-10um STP","122","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","037","Los Angeles","34.725389","-118.178601"
"03/05/2023","AQS","060379035","1","5","ug/m3 SC","5","Lancaster - Fairgrounds","1","100.0000","81102","PM10 Total 0-10um STP","122","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","037","Los Angeles","34.725389","-118.178601"
"03/06/2023","AQS","060379035","1","1","ug/m3 SC","1","Lancaster - Fairgrounds","1","100.0000","81102","PM10 Total 0-10um STP","122","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","037","Los Angeles","34.725389","-118.178601"
"03/07/2023","AQS","060379035","1","6","ug/m3 SC","6","Lancaster - Fairgrounds","1","100.0000","81102","PM10 Total 0-10um STP","122","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","037","Los Angeles","34.725389","-118.178601"
"03/08/2023","AQS","060379035","1","9","ug/m3 SC","8","Lancaster - Fairgrounds","1","100.0000","81102","PM10 Total 0-10um STP","122","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","037","Los Angeles","34.725389","-118.178601"
"03/09/2023","AQS","060379035","1","12","ug/m3 SC","11","Lancaster - Fairgrounds","1","100.0000","81102","PM10 Total 0-10um STP","122","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","037","Los Angeles","34.725389","-118.178601"
"03/10/2023","AQS","060379035","1","0","ug/m3 SC","0","Lancaster - Fairgrounds","1","100.0000","81102","PM10 Total 0-10um STP","122","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","037","Los Angeles","34.725389","-118.178601"
"03/11/2023","AQS","060379035","1","1","ug/m3 SC","1","Lancaster - Fairgrounds","1","100.0000","81102","PM10 Total 0-10um STP","122","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","037","Los Angeles","34.725389","-118.178601"
"03/12/2023","AQS","060379035","1","2","ug/m3 SC","2","Lancaster - Fairgrounds","1","100.0000","81102","PM10 Total 0-10um STP","122","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","037","Los Angeles","34.725389","-118.178601"
"03/13/2023","AQS","060379035","1","6","ug/m3 SC","6","Lancaster - Fairgrounds","1","100.0000","81102","PM10 Total 0-10um STP","122","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","037","Los Angeles","34.725389","-118.178601"
"03/14/2023","AQS","060379035","1","2","ug/m3 SC","2","Lancaster - Fairgrounds","1","100.0000","81102","PM10 Total 0-10um STP","122","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","037","Los Angeles","34.725389","-118.178601"
"03/15/2023","AQS","060379035","1","1","ug/m3 SC","1","Lancaster - Fairgrounds","1","100.0000","81102","PM10 Total 0-10um STP","122","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","037","Los Angeles","34.725389","-118.178601"
"03/16/2023","AQS","060379035","1","7","ug/m3 SC","6","Lancaster - Fairgrounds","1","100.0000","81102","PM10 Total 0-10um STP","122","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","037","Los Angeles","34.725389","-118.178601"
"03/17/2023","AQS","060379035","1","10","ug/m3 SC","9","Lancaster - Fairgrounds","1","100.0000","81102","PM10 Total 0-10um STP","122","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","037","Los Angeles","34.725389","-118.178601"
"03/18/2023","AQS","060379035","1","7","ug/m3 SC","6","Lancaster - Fairgrounds","1","100.0000","81102","PM10 Total 0-10um STP","122","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","037","Los Angeles","34.725389","-118.178601"
"03/19/2023","AQS","060379035","1","5","ug/m3 SC","5","Lancaster - Fairgrounds","1","100.0000","81102","PM10 Total 0-10um STP","122","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","037","Los Angeles","34.725389","-118.178601"
"03/20/2023","AQS","060379035","1","2","ug/m3 SC","2","Lancaster - Fairgrounds","1","100.0000","81102","PM10 Total 0-10um STP","122","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","037","Los Angeles","34.725389","-118.178601"
"03/21/2023","AQS","060379035","1","1","ug/m3 SC","1","Lancaster - Fairgrounds","1","100.0000","81102","PM10 Total 0-10um STP","122","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","037","Los Angeles","34.725389","-118.178601"
"03/22/2023","AQS","060379035","1","4","ug/m3 SC","4","Lancaster - Fairgrounds","1","100.0000","81102","PM10 Total 0-10um STP","122","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","037","Los Angeles","34.725389","-118.178601"
"03/23/2023","AQS","060379035","1","1","ug/m3 SC","1","Lancaster - Fairgrounds","1","100.0000","81102","PM10 Total 0-10um STP","122","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","037","Los Angeles","34.725389","-118.178601"
"03/24/2023","AQS","060379035","1","9","ug/m3 SC","8","Lancaster - Fairgrounds","1","100.0000","81102","PM10 Total 0-10um STP","122","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","037","Los Angeles","34.725389","-118.178601"
"03/25/2023","AQS","060379035","1","8","ug/m3 SC","7","Lancaster - Fairgrounds","1","100.0000","81102","PM10 Total 0-10um STP","122","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","037","Los Angeles","34.725389","-118.178601"
"03/26/2023","AQS","060379035","1","12","ug/m3 SC","11","Lancaster - Fairgrounds","1","100.0000","81102","PM10 Total 0-10um STP","122","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","037","Los Angeles","34.725389","-118.178601"
"03/27/2023","AQS","060379035","1","10","ug/m3 SC","9","Lancaster - Fairgrounds","1","100.0000","81102","PM10 Total 0-10um STP","122","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","037","Los Angeles","34.725389","-118.178601"
"03/28/2023","AQS","060379035","1","11","ug/m3 SC","10","Lancaster - Fairgrounds","1","100.0000","81102","PM10 Total 0-10um STP","122","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","037","Los Angeles","34.725389","-118.178601"
"03/29/2023","AQS","060379035","1","4","ug/m3 SC","4","Lancaster - Fairgrounds","1","100.0000","81102","PM10 Total 0-10um STP","122","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","037","Los Angeles","34.725389","-118.178601"
"03/30/2023","AQS","060379035","1","1","ug/m3 SC","1","Lancaster - Fairgrounds","1","100.0000","81102","PM10 Total 0-10um STP","122","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","037","Los Angeles","34.725389","-118.178601"
"03/31/2023","AQS","060379035","1","4","ug/m3 SC","4","Lancaster - Fairgrounds","1","100.0000","81102","PM10 Total 0-10um STP","122","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","037","Los Angeles","34.725389","-118.178601"
"04/01/2023","AQS","060379035","1","10","ug/m3 SC","9","Lancaster - Fairgrounds","1","100.0000","81102","PM10 Total 0-10um STP","122","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","037","Los Angeles","34.725389","-118.178601"
"04/02/2023","AQS","060379035","1","8","ug/m3 SC","7","Lancaster - Fairgrounds","1","100.0000","81102","PM10 Total 0-10um STP","122","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","037","Los Angeles","34.725389","-118.178601"
"04/03/2023","AQS","060379035","1","19","ug/m3 SC","18","Lancaster - Fairgrounds","1","100.0000","81102","PM10 Total 0-10um STP","122","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","037","Los Angeles","34.725389","-118.178601"
"04/04/2023","AQS","060379035","1","8","ug/m3 SC","7","Lancaster - Fairgrounds","1","100.0000","81102","PM10 Total 0-10um STP","122","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","037","Los Angeles","34.725389","-118.178601"
"04/05/2023","AQS","060379035","1","7","ug/m3 SC","6","Lancaster - Fairgrounds","1","100.0000","81102","PM10 Total 0-10um STP","122","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","037","Los Angeles","34.725389","-118.178601"
"04/07/2023","AQS","060379035","1","11","ug/m3 SC","10","Lancaster - Fairgrounds","1","100.0000","81102","PM10 Total 0-10um STP","122","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","037","Los Angeles","34.725389","-118.178601"
"04/08/2023","AQS","060379035","1","9","ug/m3 SC","8","Lancaster - Fairgrounds","1","100.0000","81102","PM10 Total 0-10um STP","122","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","037","Los Angeles","34.725389","-118.178601"
"04/09/2023","AQS","060379035","1","12","ug/m3 SC","11","Lancaster - Fairgrounds","1","100.0000","81102","PM10 Total 0-10um STP","122","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","037","Los Angeles","34.725389","-118.178601"
"04/10/2023","AQS","060379035","1","13","ug/m3 SC","12","Lancaster - Fairgrounds","1","100.0000","81102","PM10 Total 0-10um STP","122","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","037","Los Angeles","34.725389","-118.178601"
"04/11/2023","AQS","060379035","1","17","ug/m3 SC","16","Lancaster - Fairgrounds","1","100.0000","81102","PM10 Total 0-10um STP","122","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","037","Los Angeles","34.725389","-118.178601"
"04/12/2023","AQS","060379035","1","17","ug/m3 SC","16","Lancaster - Fairgrounds","1","100.0000","81102","PM10 Total 0-10um STP","122","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","037","Los Angeles","34.725389","-118.178601"
"04/13/2023","AQS","060379035","1","18","ug/m3 SC","17","Lancaster - Fairgrounds","1","100.0000","81102","PM10 Total 0-10um STP","122","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","037","Los Angeles","34.725389","-118.178601"
"04/14/2023","AQS","060379035","1","15","ug/m3 SC","14","Lancaster - Fairgrounds","1","100.0000","81102","PM10 Total 0-10um STP","122","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","037","Los Angeles","34.725389","-118.178601"
"04/15/2023","AQS","060379035","1","18","ug/m3 SC","17","Lancaster - Fairgrounds","1","100.0000","81102","PM10 Total 0-10um STP","122","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","037","Los Angeles","34.725389","-118.178601"
"04/16/2023","AQS","060379035","1","25","ug/m3 SC","23","Lancaster - Fairgrounds","1","100.0000","81102","PM10 Total 0-10um STP","122","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","037","Los Angeles","34.725389","-118.178601"
"04/17/2023","AQS","060379035","1","33","ug/m3 SC","31","Lancaster - Fairgrounds","1","100.0000","81102","PM10 Total 0-10um STP","122","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","037","Los Angeles","34.725389","-118.178601"
"04/18/2023","AQS","060379035","1","38","ug/m3 SC","35","Lancaster - Fairgrounds","1","100.0000","81102","PM10 Total 0-10um STP","122","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","037","Los Angeles","34.725389","-118.178601"
"04/19/2023","AQS","060379035","1","25","ug/m3 SC","23","Lancaster - Fairgrounds","1","100.0000","81102","PM10 Total 0-10um STP","122","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","037","Los Angeles","34.725389","-118.178601"
"04/20/2023","AQS","060379035","1","23","ug/m3 SC","21","Lancaster - Fairgrounds","1","100.0000","81102","PM10 Total 0-10um STP","122","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","037","Los Angeles","34.725389","-118.178601"
"04/21/2023","AQS","060379035","1","28","ug/m3 SC","26","Lancaster - Fairgrounds","1","100.0000","81102","PM10 Total 0-10um STP","122","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","037","Los Angeles","34.725389","-118.178601"
"04/22/2023","AQS","060379035","1","28","ug/m3 SC","26","Lancaster - Fairgrounds","1","100.0000","81102","PM10 Total 0-10um STP","122","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","037","Los Angeles","34.725389","-118.178601"
"04/23/2023","AQS","060379035","1","25","ug/m3 SC","23","Lancaster - Fairgrounds","1","100.0000","81102","PM10 Total 0-10um STP","122","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","037","Los Angeles","34.725389","-118.178601"
"04/24/2023","AQS","060379035","1","42","ug/m3 SC","39","Lancaster - Fairgrounds","1","100.0000","81102","PM10 Total 0-10um STP","122","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","037","Los Angeles","34.725389","-118.178601"
"04/25/2023","AQS","060379035","1","25","ug/m3 SC","23","Lancaster - Fairgrounds","1","100.0000","81102","PM10 Total 0-10um STP","122","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","037","Los Angeles","34.725389","-118.178601"
